Count,Label,Sentence
1,h,Cardio mediastinal silhouette unremarkable
1,h,"Cardio mediastinal silhouette, pulmonary vascular pattern are within normal limits"
1,h,Cardiomediastinal contour and pulmonary vascularity stable and within normal limits
1,h,Cardiomediastinal contour and pulmonary vascularity within normal limits
1,h,Cardiomediastinal contour is normal
1,h,Cardiomediastinal contour is normal without mediastinal widening
1,h,Cardiomediastinal contour stable and within normal limits
2,h,Cardiomediastinal contours are normal
1,h,Cardiomediastinal contours are unchanged
1,h,Cardiomediastinal contours are unchanged since previous exam
1,h,Cardiomediastinal contours within normal limits
1,h,Cardiomediastinal silhouette and central pulmonary vasculature are within normal limits
1,h,Cardiomediastinal silhouette and pulmonary vasculature are stable and within normal limits
16,h,Cardiomediastinal silhouette and pulmonary vasculature are within normal limits
1,h,Cardiomediastinal silhouette appears normal in size and contour
1,h,Cardiomediastinal silhouette appears within normal limits
1,h,Cardiomediastinal silhouette are normal in size and contour
1,h,Cardiomediastinal silhouette has normal contour
1,h,Cardiomediastinal silhouette is a within normal limits
2,h,Cardiomediastinal silhouette is clear
18,h,Cardiomediastinal silhouette is normal
1,h,Cardiomediastinal silhouette is normal and unchanged from prior examination
3,h,Cardiomediastinal silhouette is normal in contour
3,h,Cardiomediastinal silhouette is normal in size and contour
1,h,"Cardiomediastinal silhouette is normal in size and contour, and stable"
1,h,Cardiomediastinal silhouette is otherwise unremarkable
2,h,Cardiomediastinal silhouette is stable
1,h,Cardiomediastinal silhouette is stable and unremarkable
2,h,Cardiomediastinal silhouette is stable and within normal limits
1,h,Cardiomediastinal silhouette is stable in size and appearance
2,h,Cardiomediastinal silhouette is unchanged
17,h,Cardiomediastinal silhouette is unremarkable
1,h,Cardiomediastinal silhouette is within normal in size and appearance
53,h,Cardiomediastinal silhouette is within normal limits
1,h,Cardiomediastinal silhouette is within normal limits for size and contour
4,h,Cardiomediastinal silhouette is within normal limits in overall size and appearance
1,h,Cardiomediastinal silhouette is within normal limits in size and appearance
1,h,"Cardiomediastinal silhouette is within normal limits normal appearance, similar to prior"
1,h,Cardiomediastinal silhouette is within normal limits of size In appearance
7,h,Cardiomediastinal silhouette is within normal limits of size and appearance
2,h,Cardiomediastinal silhouette stable
3,h,Cardiomediastinal silhouette stable and unremarkable
2,h,Cardiomediastinal silhouette unremarkable
4,h,Cardiomediastinal silhouette within normal limits
20,h,Cardiomediastinal silhouettes are within normal limits
1,h,Cardiomediastinal size and contour is grossly normal for AP technique
1,h,Cardiomediastinal size is the upper limits of normal
7,h,Cardiomediastinal size is within normal limits
3,h,Central vascular markings are symmetric and within normal limits
1,h,Cervical spine intact
2,h,Chest: No acute cardiopulmonary finding
1,h,Chest: Stable cardiomediastinal silhouette
1,h,Chest: The cardiomediastinal silhouette is within normal limits for size and contour
1,h,Chest: The heart is normal size with normal appearance of the cardia mediastinal silhouette
1,h,Chest: The heart size and cardiomediastinal silhouette are normal
1,h,Clear chest
3,h,Clear left lung XXXX
5,h,Clear lung XXXX bilaterally
120,h,Clear lungs
1,h,Clear lungs There are no large pleural effusions No evidence of displaced fractures
11,h,Clear lungs bilaterally
1,h,Clear lungs with heart size upper limits of normal
2,h,Clear lungs with no suspicious pulmonary nodules or masses
1,h,Clear lungs without pneumothorax or pleural effusion
1,h,Clear lungs without suspicious pulmonary nodules or masses
1,h,"Clear lungs, no acute cardiopulmonary abnormality"
1,h,"Clear lungs, no focal airspace consolidation"
3,h,Clear right lung
1,h,"Compared to prior examination from XXXX, there has been extubation and removal of central line and enteric tube"
1,h,"Compared to prior examination, XXXX stent has been removed"
1,h,"Compared with prior exam, there has been interval resolution of previously demonstrated bibasilar infiltrates"
1,h,Comparison XXXX Well-expanded and clear lungs
1,h,"Comparison XXXX, XXXX Clear lungs"
2,h,"Comparison XXXX, XXXX Well-expanded and clear lungs"
1,h,Considering technical factors heart size XXXX within normal limits
1,h,"Consolidation, atelectasis, and costophrenic XXXX blunting in the left lower lobe have cleared in the interval"
1,h,Continued clear lungs
2,h,Costophrenic XXXX clear
2,h,Decreased lung volumes
1,h,Decreasing lung volumes
1,h,Disc spaces are normal
1,h,Does not appear to be a hydropneumothorax or empyema
1,h,Endotracheal tube and NG tube have been removed
1,h,External contour normal
1,h,Fluid noted in small bowel and stomach
1,h,Formed stool is present in the rectum
2,h,Frontal (on two cassettes) and lateral views of the chest with overlying external cardiac monitor leads show an unchanged cardiomediastinal silhouette
1,h,Frontal and lateral views demonstrate the cardiomediastinal silhouette to be within normal limits
1,h,Frontal and lateral views of the chest demonstrate the cardiomediastinal silhouette normal
13,h,Frontal and lateral views of the chest show normal size and configuration of the cardiac silhouette
1,h,"Frontal and lateral views of the chest show normal size cardiac silhouette, allowing for an AP projection"
1,h,Frontal and lateral views of the chest show normal size of the cardiac silhouette
2,h,Frontal and lateral views of the chest with overlying external cardiac monitor leads show an unchanged cardiomediastinal silhouette
5,h,Frontal and lateral views of the chest with overlying external cardiac monitor leads show normal size and configuration of the cardiac silhouette
1,h,"Given differences in patient rotation, heart size and mediastinal contours are grossly unchanged"
1,h,"Given differences in technique, heart size XXXX within normal limits"
1,h,Glenohumeral alignment appears preserved without dislocation and no additional acute fractures are seen
1,h,Grossly clear left lung
2,h,Grossly clear lungs
1,h,Grossly clear lungs with no effusions
1,h,"Grossly clear lungs, without focal airspace consolidation, pleural effusion, or pneumothorax"
1,h,Grossly normal heart size
1,h,Grossly similar appearance of the heart and mediastinum
2,h,Grossly stable appearance of the lungs compared to prior exam without overt edema or gross airspace consolidation
1,h,"Grossly, the heart size is normal in the lungs are clear"
1,h,"Grossly, the lungs are clear and expanded"
1,h,"Heart XXXX, mediastinum and lung XXXX are unremarkable"
6,h,"Heart XXXX, mediastinum, XXXX, bony structures and lung XXXX are unremarkable"
2,h,"Heart XXXX, mediastinum, XXXX, bony structures are unremarkable"
1,h,Heart and XXXX remain normal
1,h,Heart and aorta are normal
1,h,Heart and mediastinal contour normal
3,h,Heart and mediastinal contours are normal
2,h,Heart and mediastinal contours are unremarkable
7,h,Heart and mediastinal contours within normal limits
1,h,Heart and mediastinum appear normal
1,h,Heart and mediastinum are at the upper limits of normal size
7,h,Heart and mediastinum are normal
1,h,Heart and mediastinum are stable given the lung volumes
1,h,Heart and mediastinum are stable with normal size heart
1,h,Heart and mediastinum are stable with normal sized heart
1,h,Heart and mediastinum are unremarkable
1,h,Heart and mediastinum are within normal limits
105,h,Heart and mediastinum normal
40,h,Heart and mediastinum of normal size and contour
3,h,Heart and mediastinum remain normal
1,h,Heart and mediastinum stable configuration
1,h,Heart and mediastinum unchanged
1,h,Heart and mediastinum unremarkable
5,h,Heart and mediastinum within normal limits
6,h,Heart and pulmonary XXXX appear normal
1,h,Heart and pulmonary XXXX appear normal 5
9,h,Heart and pulmonary XXXX are normal
1,h,Heart and pulmonary XXXX are normal 4
1,h,Heart and pulmonary XXXX normal
2,h,Heart and pulmonary XXXX remain normal
1,h,Heart appears prominent
1,h,Heart is XXXX within normal limits
1,h,Heart is at the upper limits of normal size
1,h,Heart is normal in size
1,h,Heart is normal size
4,h,Heart is not enlarged
1,h,Heart is within normal limits
3,h,Heart normal
1,h,Heart silhouette is not enlarged
5,h,Heart size and cardiomediastinal contours are normal
1,h,Heart size and cardiomediastinal silhouette are grossly normal
1,h,Heart size and cardiomediastinal silhouette are grossly unremarkable
3,h,Heart size and cardiomediastinal silhouette are normal
2,h,Heart size and mediastinal contour appear within normal limits
27,h,Heart size and mediastinal contour are normal
1,h,Heart size and mediastinal contour are stable and within normal limits allowing for rotation
16,h,Heart size and mediastinal contour are within normal limits
4,h,Heart size and mediastinal contour normal
11,h,Heart size and mediastinal contour within normal limits
1,h,Heart size and mediastinal contours appear normal limits
19,h,Heart size and mediastinal contours appear within normal limits
1,h,Heart size and mediastinal contours are normal
3,h,Heart size and mediastinal contours are normal in appearance
3,h,Heart size and mediastinal contours are stable
1,h,Heart size and mediastinal contours are unchanged
1,h,Heart size and mediastinal contours are unremarkable
4,h,Heart size and mediastinal contours are within normal limits
1,h,Heart size and mediastinal contours are within normal limits given AP projection
1,h,Heart size and mediastinal silhouette appear stable
1,h,Heart size and mediastinal silhouette appear within normal limits
2,h,Heart size and pulmonary XXXX appear normal
1,h,Heart size and pulmonary XXXX appear normal 3
3,h,Heart size and pulmonary XXXX are normal
19,h,Heart size and pulmonary vascular engorgement appear within limits of normal
38,h,Heart size and pulmonary vascularity appear within normal limits
1,h,Heart size and pulmonary vascularity appears normal limits
14,h,Heart size and pulmonary vascularity are within normal limits
2,h,Heart size and pulmonary vascularity normal
33,h,Heart size and pulmonary vascularity within normal limits
3,h,"Heart size and pulmonary vascularity within normal limits, no mediastinal widening characteristic in appearance of vascular injury"
4,h,"Heart size and pulmonary vascularity within normal limits, visualized osseous structures appear intact"
7,h,Heart size and pulmonary vasculature appear within normal limits
1,h,Heart size and pulmonary vasculature are normal
1,h,Heart size and shape are normal
1,h,Heart size and vascularity appear within normal limits
1,h,Heart size and vascularity are normal
7,h,Heart size and vascularity normal
1,h,Heart size and vascularity within normal limits
2,h,Heart size appears normal
1,h,"Heart size appears normal, improved from prior study"
1,h,Heart size appears upper limits of normal
1,h,Heart size appears within normal limits
3,h,Heart size at the upper limits of normal
1,h,Heart size at upper limits normal
2,h,Heart size is XXXX within normal limits
1,h,Heart size is as is within normal limits
1,h,Heart size is at the upper limits of  normal
5,h,Heart size is at the upper limits of normal
1,h,Heart size is at upper limits normal
179,h,Heart size is normal
1,h,Heart size is normal and cardiomediastinal contours are normal
1,h,Heart size is normal and cardiomediastinal silhouette is normal
19,h,Heart size is normal and lungs are clear
15,h,Heart size is normal and the lungs are clear
1,h,Heart size is normal in cardiomediastinal silhouette is normal in contour
1,h,Heart size is normal in the lungs are clear
2,h,Heart size is normal limits
4,h,Heart size is normal lungs are clear
1,h,Heart size is normal the lungs are clear
1,h,Heart size is now normal
2,h,Heart size is stable
1,h,Heart size is stable and grossly normal
2,h,Heart size is top normal
1,h,Heart size is unchanged
1,h,Heart size is unremarkable
1,h,Heart size is upper limit normal
1,h,Heart size is upper limit of normal
1,h,Heart size is upper limits normal and lungs are clear
1,h,Heart size is upper limits normal or mildly enlarged
9,h,Heart size is upper limits of normal
1,h,Heart size is upper limits of normal and stable
1,h,Heart size is upper limits of normal but stable
1,h,Heart size is upper limits of normal for AP projection
2,h,"Heart size is upper limits of normal, pulmonary vascularity within normal limits"
1,h,Heart size is upper normal
47,h,Heart size is within normal limits
1,h,Heart size is within normal limits for AP technique
1,h,Heart size mediastinal contours are normal in appearance
1,h,Heart size mediastinal contours are within normal limits
1,h,Heart size near top normal limits for technique
1,h,"Heart size near top normal limits, stable mediastinal contours"
182,h,Heart size normal
4,h,Heart size normal and lungs are clear
1,h,Heart size normal and lungs are relatively clear
1,h,Heart size normal and lungs clear
1,h,Heart size normal in LV contour
3,h,Heart size normal limits
1,h,Heart size normal lungs are clear
1,h,Heart size or great lungs are clear
5,h,Heart size remains normal
1,h,Heart size slightly upper normal
2,h,Heart size top normal
1,h,Heart size upper limit of normal
6,h,Heart size upper limits normal
1,h,"Heart size upper limits normal, but stable"
9,h,Heart size upper limits of normal
1,h,Heart size upper limits of normal but stable
2,h,Heart size upper limits of normal with clear lungs
1,h,"Heart size upper limits of normal, predominantly left ventricular contour (XXXX visualized on lateral projection), pulmonary vascularity within normal limits"
1,h,"Heart size upper limits of normal, pulmonary vascularity within normal limits"
1,h,Heart size upper normal but stable
103,h,Heart size within normal limits
1,h,Heart size within normal limits and cardiomediastinal contours are normal
1,h,Heart size within normal limits for technique
1,h,"Heart size within normal limits for technique, no mediastinal widening seen"
1,h,"Heart size within normal limits for technique, no typical findings of pulmonary edema"
1,h,"Heart size within normal limits for technique, no typical mediastinal widening of vascular injury"
1,h,Heart size within normal limits for this projection
1,h,"Heart size within normal limits, no mediastinal widening characteristic in appearance of vascular injury"
4,h,"Heart size within normal limits, no typical findings of pulmonary edema"
17,h,"Heart size within normal limits, stable mediastinal and hilar contours"
3,h,"Heart size within normal limits, stable mediastinal contours"
1,h,"Heart size, aortic and mediastinal contours are within normal limits"
3,h,"Heart size, cardiomediastinal silhouette, and pulmonary vasculature are within normal limits"
1,h,"Heart size, mediastinal and aortic contours are within normal limits"
1,h,"Heart size, mediastinal contour, and pulmonary vascularity are similar to comparison exam and within normal limits"
17,h,"Heart size, mediastinal contour, and pulmonary vascularity are within normal limits"
1,h,"Heart size, mediastinal contour, and pulmonary vasculature are within normal limits"
2,h,"Heart size, mediastinal silhouette and pulmonary vascularity are within normal limits"
1,h,"Heart size, mediastinal silhouette and vascularity normal"
3,h,"Heart size, mediastinal silhouette, pulmonary vascularity are within normal limits"
2,h,Heart upper limits normal
1,h,"Hindfoot, midfoot, forefoot XXXX are intact with no fractures or bone destruction"
1,h,Hip joint spaces are symmetric and normal
1,h,Hips are normal and symmetric
1,h,"However, no evidence for displaced rib fracture"
1,h,"However, no focal infiltrates are identified"
1,h,"However, no retrocardiac pleural fluid collection is seen on the lateral view"
1,h,"However, on lateral view the XXXX is in the expected region of right ventricle"
1,h,I believe the lungs are clear
1,h,I do not see evidence for fracture or destructive process
1,h,Improved aeration in the left lung base
1,h,Improved aeration of the right and left lung bases
1,h,Improved basilar aeration
1,h,Improved from prior
1,h,Improved left basilar atelectasis or infiltrate
1,h,Improved lung volumes without acute cardiopulmonary abnormality
1,h,"In the interval, bibasilar interstitial infiltrates and pulmonary venous engorgement have resolved"
1,h,"In the interval, the heart size has become normal"
2,h,In the pleural spaces are clear
1,h,"Interval XXXX removal of left PICC line, no pneumothorax"
1,h,Interval improved aeration of the left lung compared to prior
1,h,Interval removal of XXXX stent without acute cardiopulmonary abnormality
1,h,Interval removal of cardiac XXXX generator
1,h,Interval removal of left-sided chest tube
1,h,Interval removal of left-sided intravenous catheter
1,h,Interval removal of nasogastric tube
1,h,Interval removal of right PICC
1,h,"Interval removal of right chest tube, no pneumothorax"
1,h,Interval resolution of bibasilar airspace disease
1,h,Interval resolution of left effusion
1,h,Interval resolution of previously described right midlung opacity suggesting resolved inflammatoryinfectious process
1,h,Interval resolution of the left pleural effusion
1,h,Laryngeal XXXX intact
2,h,Leads appear intact
1,h,Left and right knees negative
1,h,Left chest is clear
1,h,Left lower lobe air space opacities without significant change
9,h,Left lung clear
1,h,Left lung grossly clear
6,h,Left lung is clear
1,h,Left lung relatively clear
1,h,Left nipple silhouette visualized
1,h,"Limited assessment of heart size due to obscured margins, stable mediastinal contours"
3,h,Limited bone evaluation reveals no acute abnormality
1,h,Limited chest radiograph examination without demonstration of an acute intrathoracic abnormality
1,h,Limited evaluation reveals no acute abnormality
2,h,Limited evaluation reveals the XXXX XXXX are grossly intact
1,h,Limited evaluation reveals the XXXX XXXX the grossly intact
3,h,Limited evaluation reveals the XXXX XXXX to be grossly intact
1,h,"Limited exam, no definite acute intrathoracic finding"
2,h,Limited quality exam shows no definite acute findings
1,h,Limited study but no acute pulmonary disease identified
1,h,Limited study but no evidence for acute pulmonary disease
1,h,Lumbar spine negative
1,h,Lumbar spine: There are 5 nonrib-bearing lumbar type vertebral bodies
1,h,Lung XXXX are clear
1,h,"Lung XXXX are clear without evidence of effusion, infiltrate, or pneumothorax"
9,h,Lung parenchyma is clear
1,h,"Lung parenchyma is clear, no focal airspace consolidation"
3,h,Lung volumes are XXXX
1,h,Lung volumes within normal limits
1,h,Lungs XXXX clear
2,h,Lungs appear clear
1,h,Lungs appear clear 3
1,h,Lungs appear clear without focal consolidation
1,h,Lungs appear grossly clear
1,h,Lungs appear relatively clear on todays exam
1,h,Lungs appear to be clear
1,h,Lungs are XXXX without focal airspace disease
242,h,Lungs are clear
1,h,Lungs are clear airspace disease
3,h,Lungs are clear and expanded
44,h,Lungs are clear bilaterally
1,h,Lungs are clear bilaterally otherwise
1,h,"Lungs are clear bilaterally with no focal consolidation, pleural effusion, or pneumothoraces"
15,h,"Lungs are clear bilaterally with no focal infiltrate, pleural effusion, or pneumothoraces"
1,h,Lungs are clear bilaterally without effusion or pneumothorax
1,h,Lungs are clear bilaterally without pleural effusion or pneumothorax
1,h,"Lungs are clear bilaterally, with no focal consolidation, pleural effusion, or pneumothoraces"
4,h,"Lungs are clear bilaterally.There is no focal consolidation, pleural effusion, or pneumothoraces"
1,h,Lungs are clear no effusions or edema
1,h,Lungs are clear of focal airspace disease
1,h,"Lungs are clear of focal airspace disease, pneumothorax or pleural effusion"
1,h,Lungs are clear of pneumonia
1,h,Lungs are clear with no pleural effusion or pneumothorax
2,h,Lungs are clear without areas of focal consolidation
1,h,Lungs are clear without evidence of fibrosis
2,h,Lungs are clear without focal air space disease
1,h,"Lungs are clear without focal air space opacity, pleural effusion, or pneumothorax"
6,h,Lungs are clear without focal airspace disease
4,h,"Lungs are clear without focal airspace opacity, pleural effusion, or pneumothorax"
1,h,Lungs are clear without focal areas of consolidation
1,h,"Lungs are clear without focal areas of consolidation, pleural effusion, or pneumothorax"
8,h,Lungs are clear without focal consolidation
1,h,"Lungs are clear without focal consolidation, effusion or pneumothorax"
16,h,"Lungs are clear without focal consolidation, effusion, or pneumothorax"
1,h,"Lungs are clear without focal consolidation, large pleural effusion, or pneumothorax"
16,h,"Lungs are clear without focal consolidation, pneumothorax, or pleural effusion"
3,h,Lungs are clear without focal infiltrates
1,h,Lungs are clear without focal opacification
1,h,Lungs are clear without suspicious pulmonary nodules or masses
1,h,"Lungs are clear, without evidence of acute infiltrate or effusion"
3,h,Lungs are expanded and clear airspace disease
1,h,Lungs are expanded and clear of air space disease or consolidation
4,h,Lungs are expanded and clear of airspace disease
15,h,Lungs are free of focal airspace disease
1,h,Lungs are free of infiltrate and there is no pleural effusion
2,h,Lungs are free of infiltrates
5,h,Lungs are grossly clear
1,h,"Lungs are grossly clear without focal consolidation, pleural effusion, or pneumothorax"
1,h,Lungs are normally inflated and clear
14,h,Lungs are otherwise clear
2,h,Lungs are otherwise clear bilaterally
1,h,Lungs are otherwise clear bilaterally without effusion or pneumothorax
1,h,"Lungs are otherwise clear without focal consolidation, pleural effusion, or pneumothorax"
1,h,Lungs are otherwise clear without pleural effusion or pneumothorax
1,h,"Lungs are otherwise clear, without evidence of acute infiltrate or effusion"
1,h,Lungs are otherwise grossly clear of focal airspace disease
1,h,Lungs are otherwise well aerated
1,h,Lungs are overall clear
1,h,Lungs are relatively clear
1,h,Lungs are well expanded
1,h,Lungs are well expanded with no focal infiltrate or pleural effusion
1,h,Lungs are well-aerated
1,h,Lungs are well-inflated and clear
1,h,"Lungs are without focal airspace consolidation, large pleural effusion or pneumothorax"
3,h,"Lungs are without focal consolidation, pneumothorax, or pleural effusion"
29,h,Lungs clear
1,h,Lungs clear and expanded with no infiltrates
1,h,Lungs clear bilaterally
1,h,Lungs clear of consolidation
1,h,"Lungs clear, no airspace disease"
5,h,"Lungs clear, no airspace disease, pleural effusion, or pneumothorax"
14,h,Lungs demonstrate no acute findings
2,h,Lungs demonstrate no focal infiltrates
3,h,Lungs otherwise appear clear
1,h,Lungs otherwise are believed to be clear
1,h,Lungs otherwise are clear
6,h,Lungs otherwise clear
1,h,Lungs otherwise grossly clear
2,h,Lungs overall well expanded and clear
1,h,Lungs per XXXX appear well expanded and clear
1,h,Lungs remain clear and expanded
1,h,Lungs symmetrically aerated and clear of infiltrate or consolidation
1,h,Lungs symmetrically aerated without focal infiltrate or consolidation
1,h,Mediastinal cardiac size stable
1,h,Mediastinal contour and pulmonary vascularity are within normal limits
1,h,Mediastinal contour and pulmonary vascularity within normal limits
1,h,Mediastinal contour appears normal and pulmonary vascularity is within normal limits
1,h,Mediastinal contour in normal limits
1,h,Mediastinal contour is grossly unremarkable
1,h,Mediastinal contour is normal
19,h,Mediastinal contour is unremarkable
3,h,Mediastinal contour normal
1,h,Mediastinal contour normal limits
2,h,Mediastinal contour stable
1,h,Mediastinal contour unremarkable
53,h,Mediastinal contour within normal limits
1,h,Mediastinal contour within normal limits for patients age
1,h,Mediastinal contours and pulmonary vascularity are within normal limits
1,h,Mediastinal contours and pulmonary vasculature are unremarkable
1,h,Mediastinal contours appear grossly normal
5,h,Mediastinal contours appear normal
1,h,Mediastinal contours appear normal 7
1,h,Mediastinal contours appear within normal limits
2,h,Mediastinal contours are maintained
47,h,Mediastinal contours are normal
1,h,Mediastinal contours are normal limits
2,h,Mediastinal contours are stable
2,h,Mediastinal contours are unchanged
10,h,Mediastinal contours are within normal limits
1,h,Mediastinal contours unremarkable
1,h,Mediastinal contours within normal limits
1,h,Mediastinal normal width
1,h,Mediastinal silhouette and pulmonary vascularity appear within normal limits
1,h,Mediastinal silhouette and pulmonary vascularity are stable and within normal limits
2,h,Mediastinal silhouette and pulmonary vascularity are within normal limits
1,h,Mediastinal silhouette and pulmonary vascularity within normal limits
1,h,Mediastinal silhouette and vascularity are within normal limits
1,h,Mediastinal silhouette appears unremarkable
1,h,Mediastinal silhouette is normal
1,h,Mediastinal silhouette is stable
1,h,Mediastinal silhouette is unremarkable
1,h,Mediastinal silhouette normal
1,h,Mediastinal silhouette otherwise and pulmonary vascularity are unremarkable
1,h,Mediastinal silhouette otherwise and pulmonary vascularity is within normal limits
1,h,"Mediastinal silhouette otherwise, and pulmonary vascularity are within normal limits"
1,h,Mediastinal silhouettes and pulmonary vascularity are within normal limits
1,h,Mediastinal surgical clips are again noted
1,h,Mediastinal width is within normal limits for supine AP technique
1,h,Mediastinum and pulmonary vasculature are unremarkable
2,h,Mediastinum is normal
1,h,Mediastinum is normal with no evidence for adenopathy
1,h,Mediastinum is stable
1,h,Mediastinum is unremarkable
3,h,Mediastinum normal
1,h,Mediastinum normal width
1,h,Mediastinum unremarkable
1,h,"Mediastinum, cardiac size grossly stable"
2,h,Midline trachea
1,h,Mildly limited study with lungs grossly clear
1,h,Moderate amount of stool
1,h,Mortise radiographically stable
1,h,NG tube has been removed
1,h,NO acute preoperative findings
8,h,Negative
1,h,Negative acute bone abnormality
2,h,Negative acute cardiopulmonary abnormality
19,h,Negative chest
1,h,Negative chest radiographs
12,h,Negative chest x-XXXX
1,h,Negative examination of the chest
35,h,Negative for acute abnormality
23,h,Negative for acute bone abnormality
1,h,Negative for acute bony abnormality
19,h,Negative for acute cardiopulmonary abnormality
11,h,Negative for acute cardiopulmonary disease
11,h,Negative for acute cardiopulmonary findings
1,h,Negative for acute cardiopulmonary process
9,h,Negative for acute displaced rib fracture
1,h,Negative for acute osseous deformity
1,h,Negative for bony abnormality
3,h,Negative for cardiac enlargement
1,h,Negative for cardiac enlargement or vascular congestion
1,h,"Negative for consolidation, effusion, or pneumothorax"
2,h,Negative for effusion or pneumothorax
1,h,"Negative for effusion, pneumothorax, or focal airspace consolidation"
1,h,Negative for evidence of acute pulmonary disease
1,h,Negative for focal air space consolidation
3,h,Negative for focal airspace disease or consolidation
1,h,Negative for focal confluent airspace disease
1,h,"Negative for focal consolidation, pneumothorax or large pleural effusion"
2,h,"Negative for focal pulmonary consolidation, pleural effusion or pneumothorax"
16,h,"Negative for focal pulmonary consolidation, pleural effusion, or pneumothorax"
1,h,"Negative for focal pulmonary consolidation, pleural effusion, pneumothorax"
1,h,Negative for fracture
1,h,Negative for obstruction
4,h,Negative for pneumoperitoneum
8,h,Negative for pneumothorax
1,h,Negative for pneumothorax or focal consolidation
1,h,Negative for pneumothorax or large pleural effusion
15,h,Negative for pneumothorax or pleural effusion
4,h,"Negative for pneumothorax, pleural effusion"
9,h,"Negative for pneumothorax, pleural effusion or focal airspace consolidation"
1,h,"Negative for pneumothorax, pleural effusion or large focal airspace consolidation"
1,h,"Negative for pneumothorax, pleural effusion, or focal airspace consolidation"
1,h,"Negative for pneumothorax, pleural effusion, or pneumoperitoneum"
1,h,"Negative for pneumothorax, pneumomediastinum, or pleural effusion"
1,h,Negative for retrosternal density
1,h,Negative for right shoulder fracture or dislocation
3,h,Negative for vascular congestion
1,h,Negative preoperative chest x-XXXX
1,h,Nipple shadows and dense breast tissue overlie the lung bases
3,h,No Acute cardiopulmonary disease
1,h,No The cardiomediastinal silhouette and pulmonary vasculature are within normal limits
1,h,"No XXXX abnormal pulmonary opacities, no definite pleural effusion seen"
1,h,No XXXX abnormalities as compared to prior study of earlier the same XXXX
12,h,No XXXX acute abnormalities since the previous chest radiograph
2,h,No XXXX acute abnormalities since the previous examination
1,h,No XXXX acute airspace consolidation
1,h,No XXXX acute findingsopacitiesinfiltrates noted
1,h,No XXXX acute findingspneumothorax noted
2,h,No XXXX airspace disease
1,h,"No XXXX airspace opacity, pleural effusion, or pneumothorax"
1,h,No XXXX areas of alveolar airspace consolidation are identified
2,h,No XXXX consolidation
2,h,No XXXX consolidation or pleural effusion
3,h,"No XXXX consolidation, pleural effusion or pneumothorax"
1,h,"No XXXX consolidation, pneumothorax or large pleural effusion"
1,h,No XXXX consolidations
1,h,No XXXX deformities
2,h,No XXXX edema
1,h,No XXXX focal abnormality
2,h,No XXXX focal airspace consolidation
11,h,No XXXX focal airspace consolidation or pleural effusion
2,h,No XXXX focal airspace disease is seen
1,h,No XXXX focal alveolar opacities
1,h,No XXXX focal consolidation identified
2,h,No XXXX focal consolidation or pneumothorax
1,h,"No XXXX focal consolidation, pleural effusion or pneumothorax"
1,h,"No XXXX focal consolidations, pneumothorax, or pleural effusions"
1,h,No XXXX focal infiltrate
1,h,No XXXX focal infiltrate is identified
1,h,No XXXX focal infiltrates
1,h,No XXXX fractures of the thoracic spine
1,h,No XXXX fractures or dislocations
5,h,No XXXX infiltrates
1,h,No XXXX infiltrates in the lower lobes
1,h,No XXXX infiltrates noted
2,h,No XXXX infiltrates or masses
3,h,No XXXX infiltrates or masses in the lungs
1,h,No XXXX nodules are seen
1,h,"No XXXX nodules, focal consolidation, or pneumothorax identified"
12,h,No XXXX of active cardiopulmonary disease
2,h,No XXXX of active tuberculosis
3,h,No XXXX of acute cardiopulmonary disease
1,h,"No XXXX of acute cardiopulmonary disease, unchanged"
1,h,No XXXX of acute or pulmonary disease
1,h,No XXXX of metastasis
20,h,No XXXX of pleural effusions
1,h,No XXXX of the pleural effusions
1,h,No XXXX or acute finding on todays study
2,h,No XXXX pulmonary consolidation
1,h,No XXXX pulmonary nodule is found
1,h,No XXXX suspicious pulmonary mass or nodule identified
1,h,No XXXX suspicious pulmonary mass or nodule is identified
3,h,No abnormal airspace consolidation
2,h,No abnormal airspace opacities
1,h,No abnormal airspace opacities or large cavitary lung lesions
1,h,No abnormal mediastinal widening
1,h,No abnormal mediastinal widening is appreciated
1,h,No abnormally dilated small bowel loops
1,h,No active air space process
1,h,No active airspace diseaseinfiltrate
5,h,No active cardiopulmonary disease
151,h,No active disease
1,h,No active infectioustuberculous process
1,h,No active infiltrate
1,h,No active or acute cardiopulmonary disease
1,h,No active parenchymal disease
1,h,No active pneumonia
7,h,No active pulmonary disease
1,h,No active pulmonary edema or lobar pneumonia
1,h,No active tuberculosis
5,h,No activeacute cardiopulmonary disease
2,h,No acute XXXX related findings
1,h,No acute abnormalities
1,h,No acute abnormalities are seen
40,h,No acute abnormality
2,h,No acute abnormality demonstrated
4,h,No acute abnormality identified
2,h,No acute abnormality of the chest
3,h,No acute abnormality seen
1,h,No acute acute cardiopulmonary disease
1,h,No acute air space disease
1,h,No acute airspace abnormality seen
1,h,No acute airspace consolidation or effusions
6,h,No acute airspace disease
2,h,No acute airspace disease or CHF
3,h,No acute airspace disease or effusions
3,h,"No acute airspace disease, effusions, or CHF"
1,h,"No acute airspace disease, large pleural effusions or pulmonary edema"
1,h,No acute airspace process
1,h,No acute airspace process or pleural effusion
1,h,No acute alveolar or interstitial infiltrates
1,h,No acute appearing focal airspace disease is seen
24,h,No acute bone abnormality
1,h,No acute bone findings
54,h,No acute bony abnormalities
3,h,No acute bony abnormalities are seen
1,h,No acute bony abnormalities are visualized
